METID	REPLACEMENTID
gamma-tocotrienol[r]	m01938r
gamma-tocotrienol[s]	m01938s
GAP[c]	m01939c
GAR[c]	m01940c
GD1a[c]	m01941c
GD1a[g]	m01941g
GD1alpha[g]	m01942g
GD1b[c]	m01943c
GD1b[g]	m01943g
GD1beta[c]	m01944c
GD1beta[g]	m01944g
GD1beta[s]	m01944s
GD1c[c]	m01945c
GD1c[g]	m01945g
GD1c[s]	m01945s
GD2[c]	m01946c
GD2[g]	m01946g
GD3[c]	m01947c
GD3[g]	m01947g
GDP[c]	m01948c
GDP[g]	m01948g
GDP[m]	m01948m
GDP[n]	m01948n
GDP[s]	m01948s
GDP-4-dehydro-6-deoxy-D-mannose[c]	m01949c
GDP-L-fucose[c]	m01950c
GDP-L-fucose[g]	m01950g
GDP-mannose[c]	m01951c
gentisate aldehyde[c]	m01952c
geranyl-PP[c]	m01953c
glcnac-alpha-1,4-core 1[g]	m01954g
glcnac-alpha-1,4-core 2[g]	m01955g
glcnac-alpha-1,4-core 2[c]	m01955c
glcnac-alpha-1,4-core 2[s]	m01955s
glcnac-gal-globoside[g]	m01956g
globin[c]	m01957c
globo-H[c]	m01958c
globoside[c]	m01959c
globoside[g]	m01959g
globoside[l]	m01959l
globoside[s]	m01959s
globotriaosylceramide[c]	m01960c
globotriaosylceramide[g]	m01960g
globotriaosylceramide[l]	m01960l
glucono-1,5-lactone-6-phosphate[c]	m01961c
glucono-1,5-lactone-6-phosphate[r]	m01961r
glucosamine[c]	m01962c
glucosamine[s]	m01962s
glucosamine-6-phosphate[c]	m01963c
glucosaminyl-acylphosphatidylinositol[c]	m01964c
glucosaminyl-acylphosphatidylinositol[r]	m01964r
glucose[c]	m01965c
glucose[g]	m01965g
glucose[l]	m01965l
glucose[r]	m01965r
glucose[s]	m01965s
glucose-1,6-bisphosphate[c]	m01966c
glucose-1,6-bisphosphate[s]	m01966s
glucose-1-phosphate[c]	m01967c
glucose-6-phosphate[c]	m01968c
glucose-6-phosphate[r]	m01968r
glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g]	m01969g
glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r]	m01969r
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)[g]	m01970g
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)[r]	m01970r
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[g]	m01971g
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[r]	m01971r
glucosylceramide pool[c]	m01972c
glucosylceramide pool[g]	m01972g
glucosylceramide pool[l]	m01972l
glucosylceramide pool[r]	m01972r
glucosylceramide pool[s]	m01972s
glucuronate[c]	m01973c
glucuronate[l]	m01973l
glucuronate[r]	m01973r
glutamate[c]	m01974c
glutamate[l]	m01974l
glutamate[m]	m01974m
glutamate[r]	m01974r
glutamate[s]	m01974s
glutamine[c]	m01975c
glutamine[l]	m01975l
glutamine[m]	m01975m
glutamine[s]	m01975s
glutamyl-5-phosphate[m]	m01976m
glutaryl-CoA[m]	m01977m
glutathione episulfonium ion[c]	m01978c
glutathionyl-3-hydroxykynurenine glucoside[c]	m01979c
glutathionyl-leukotriene C4[c]	m01980c
glutathionyl-leukotriene C4[s]	m01980s
glyceraldehyde[c]	m01981c
glyceraldehyde[m]	m01981m
glycerate[c]	m01982c
glycerate[m]	m01982m
glycerate[s]	m01982s
glycerol[c]	m01983c
glycerol[m]	m01983m
glycerol[s]	m01983s
glycerone[s]	m01984s
glycinamide[c]	m01985c
glycine[c]	m01986c
glycine[l]	m01986l
glycine[m]	m01986m
glycine[p]	m01986p
glycine[s]	m01986s
glycochenodeoxycholate[c]	m01987c
glycochenodeoxycholate[s]	m01987s
glycocholate[c]	m01988c
glycocholate[s]	m01988s
glycodeoxycholate[c]	m01989c
glycodeoxycholate[s]	m01989s
glycogenin G11[c]	m01990c
glycogenin G4G4[c]	m01991c
glycogenin G4G7[c]	m01992c
glycogenin G7[c]	m01993c
glycogenin G7G1[c]	m01994c
glycogenin G8[c]	m01995c
glycogenin[c]	m01996c
glycolaldehyde[c]	m01997c
glycolaldehyde[m]	m01997m
glycolate[c]	m01998c
glycolate[m]	m01998m
glycolate[p]	m01998p
glycolipid[c]	m01999c
glycolipid[g]	m01999g
glycolipid[s]	m01999s
glycolithocholate[c]	m02000c
glycolithocholate[p]	m02000p
glycolithocholate[s]	m02000s
glycophosphatidylinositol-(GPI)-anchored-protein-precursor[r]	m02001r
glycophosphatidylinositol-(GPI)-anchored-protein-precursor[c]	m02001c
glycophosphatidylinositol-(GPI)-anchored-protein-precursor[s]	m02001s
glycoprotein-N-acetyl-D-glucosaminyl-phospho-D-mannose[c]	m02002c
glycoprotein-phospho-D-mannose[c]	m02003c
glycoursodeoxycholate[c]	m02004c
glycoursodeoxycholate[s]	m02004s
glycylpeptide[c]	m02005c
glycyl-tRNA(gly)[c]	m02006c
glyoxalate[c]	m02007c
glyoxalate[m]	m02007m
glyoxalate[p]	m02007p
GM1[c]	m02008c
GM1[g]	m02008g
GM1[l]	m02008l
GM1alpha[g]	m02009g
GM1b[c]	m02010c
GM1b[g]	m02010g
GM2[c]	m02011c
GM2[g]	m02011g
GM2[l]	m02011l
GM2A[c]	m02012c
GM2A[l]	m02012l
GM2A-GM2[l]	m02013l
GM2alpha[g]	m02014g
GM3[c]	m02015c
GM3[g]	m02015g
GM3[l]	m02015l
GMP[c]	m02016c
GMP[g]	m02016g
GMP[l]	m02016l
GMP[m]	m02016m
GMP[n]	m02016n
GMP[s]	m02016s
GO3P[c]	m02017c
GO3P[p]	m02017p
GP1c[c]	m02018c
GP1c[g]	m02018g
GP1c[s]	m02018s
GP1calpha[c]	m02019c
GP1calpha[g]	m02019g
GP1calpha[s]	m02019s
gpi heparan sulfate[r]	m02020r
gpi_prot heparan sulfate[r]	m02021r
gpi_sig[r]	m02022r
gpi_sig[c]	m02022c
gpi_sig[s]	m02022s
GQ1b[c]	m02023c
GQ1b[g]	m02023g
GQ1b[s]	m02023s
GQ1balpha[c]	m02024c
GQ1balpha[g]	m02024g
GQ1balpha[s]	m02024s
GQ1c[c]	m02025c
GQ1c[g]	m02025g
GSH[c]	m02026c
GSH[m]	m02026m
GSH[p]	m02026p
GSH[r]	m02026r
GSH[s]	m02026s
GSSG[c]	m02027c
GSSG[m]	m02027m
GSSG[r]	m02027r
GSSG[s]	m02027s
GT1a[c]	m02028c
GT1a[g]	m02028g
GT1a[s]	m02028s
GT1aalpha[c]	m02029c
GT1aalpha[g]	m02029g
GT1b[c]	m02030c
GT1b[g]	m02030g
GT1c[c]	m02031c
GT1c[g]	m02031g
GT2[c]	m02032c
GT2[g]	m02032g
GT3[c]	m02033c
GT3[g]	m02033g
GTP[c]	m02034c
GTP[m]	m02034m
GTP[n]	m02034n
GTP[s]	m02034s
guanidine[c]	m02035c
guanidine[s]	m02035s
guanidinoacetate[c]	m02036c
guanine[c]	m02037c
guanine[s]	m02037s
guanosine[c]	m02038c
guanosine[l]	m02038l
guanosine[m]	m02038m
guanosine[s]	m02038s
H+[c]	m02039c
H+[g]	m02039g
H+[l]	m02039l
H+[m]	m02039m
H+[n]	m02039n
H+[p]	m02039p
H+[r]	m02039r
H+[s]	m02039s
H2O[c]	m02040c
H2O[g]	m02040g
H2O[l]	m02040l
H2O[m]	m02040m
H2O[n]	m02040n
H2O[p]	m02040p
H2O[r]	m02040r
H2O[s]	m02040s
H2O2[c]	m02041c
H2O2[l]	m02041l
H2O2[m]	m02041m
H2O2[n]	m02041n
H2O2[p]	m02041p
H2O2[r]	m02041r
H2O2[s]	m02041s
H2S[c]	m02042c
H2S[s]	m02042s
H2S2O3[c]	m02043c
haptoglobin[c]	m02044c
haptoglobin[l]	m02044l
haptoglobin[s]	m02044s
harman[c]	m02045c
HCO3-[c]	m02046c
HCO3-[m]	m02046m
HCO3-[s]	m02046s
HDL remnant[l]	m02047l
HDL remnant[s]	m02047s
HDL[r]	m02048r
HDL[s]	m02048s
heme[c]	m02049c
heme[m]	m02049m
heme[s]	m02049s
hemoglobin[c]	m02050c
hemoglobin[s]	m02050s
heneicosanoylcarnitine[c]	m02051c
heneicosanoylcarnitine[m]	m02051m
heneicosanoylcarnitine[r]	m02051r
heneicosanoyl-CoA[c]	m02052c
heneicosanoyl-CoA[m]	m02052m
heneicosanoyl-CoA[r]	m02052r
henicosanoic acid[c]	m02053c
henicosanoic acid[l]	m02053l
henicosanoic acid[r]	m02053r
henicosanoic acid[s]	m02053s
heparan sulfate proteoglycan[g]	m02054g
heparan sulfate proteoglycan[l]	m02054l
heparan sulfate proteoglycan[s]	m02054s
heparan sulfate, degradation product 1[l]	m02055l
heparan sulfate, degradation product 10[l]	m02056l
heparan sulfate, degradation product 11[l]	m02057l
heparan sulfate, degradation product 12[l]	m02058l
heparan sulfate, degradation product 13[l]	m02059l
heparan sulfate, degradation product 14[l]	m02060l
heparan sulfate, degradation product 15[l]	m02061l
heparan sulfate, degradation product 16[l]	m02062l
heparan sulfate, degradation product 17[l]	m02063l
heparan sulfate, degradation product 18[l]	m02064l
heparan sulfate, degradation product 19[l]	m02065l
heparan sulfate, degradation product 2[l]	m02066l
heparan sulfate, degradation product 20[l]	m02067l
heparan sulfate, degradation product 21[l]	m02068l
heparan sulfate, degradation product 22[l]	m02069l
heparan sulfate, degradation product 23[l]	m02070l
heparan sulfate, degradation product 24[l]	m02071l
heparan sulfate, degradation product 25[l]	m02072l
heparan sulfate, degradation product 3[l]	m02073l
heparan sulfate, degradation product 4[l]	m02074l
heparan sulfate, degradation product 5[l]	m02075l
heparan sulfate, degradation product 6[l]	m02076l
heparan sulfate, degradation product 7[l]	m02077l
heparan sulfate, degradation product 8[l]	m02078l
heparan sulfate, degradation product 9[l]	m02079l
heparan sulfate, free chain[l]	m02080l
heparan sulfate, precursor 1[g]	m02081g
heparan sulfate, precursor 10[g]	m02082g
heparan sulfate, precursor 11[g]	m02083g
heparan sulfate, precursor 12[g]	m02084g
heparan sulfate, precursor 13[g]	m02085g
heparan sulfate, precursor 14[g]	m02086g
heparan sulfate, precursor 15[g]	m02087g
heparan sulfate, precursor 2[g]	m02088g
heparan sulfate, precursor 3[g]	m02089g
heparan sulfate, precursor 4[g]	m02090g
heparan sulfate, precursor 5[g]	m02091g
heparan sulfate, precursor 6[g]	m02092g
heparan sulfate, precursor 7[g]	m02093g
heparan sulfate, precursor 8[g]	m02094g
heparan sulfate, precursor 9[g]	m02095g
hepoxilin A3[c]	m02096c
hepoxilin A3[p]	m02096p
hepoxilin A3[r]	m02096r
hepoxilin A3[s]	m02096s
hepoxilin A3-c[c]	m02097c
hepoxilin A3-c[p]	m02097p
hepoxilin A3-c[r]	m02097r
hepoxilin B3[c]	m02098c
heptadecanoyl-[ACP][c]	m02099c
heptadecanoylcarnitine[c]	m02100c
heptadecanoylcarnitine[m]	m02100m
heptadecanoylcarnitine[r]	m02100r
heptadecanoyl-CoA[c]	m02101c
heptadecanoyl-CoA[m]	m02101m
heptadecanoyl-CoA[r]	m02101r
heptadecenoylcarnitine(7)[c]	m02102c
heptadecenoylcarnitine(7)[m]	m02102m
heptadecenoylcarnitine(7)[r]	m02102r
heptadecenoylcarnitine(8)[c]	m02103c
heptadecenoylcarnitine(8)[m]	m02103m
heptadecenoylcarnitine(8)[r]	m02103r
heptaglutamyl-folate(DHF)[c]	m02104c
heptaglutamyl-folate(DHF)[l]	m02104l
heptaglutamyl-folate(DHF)[m]	m02104m
heptaglutamyl-folate(DHF)[s]	m02104s
heptaglutamyl-folate(THF)[c]	m02105c
heptaglutamyl-folate(THF)[l]	m02105l
heptaglutamyl-folate(THF)[m]	m02105m
heptaglutamyl-folate(THF)[s]	m02105s
heptanoyl-[ACP][c]	m02106c
heptanoyl-CoA[c]	m02107c
heptanoyl-CoA[m]	m02107m
heptylic acid[c]	m02108c
heptylic acid[s]	m02108s
hexacosanoylcarnitine[c]	m02109c
hexacosanoylcarnitine[r]	m02109r
hexacosanoyl-CoA[c]	m02110c
hexacosanoyl-CoA[p]	m02110p
hexacosanoyl-CoA[r]	m02110r
hexacosenoylcarnitine[c]	m02111c
hexacosenoylcarnitine[r]	m02111r
hexacosenoyl-CoA[c]	m02112c
hexacosenoyl-CoA[p]	m02112p
hexacosenoyl-CoA[r]	m02112r
hexadecanal[c]	m02113c
hexadecanal[r]	m02113r
hexadecanol[p]	m02114p
hexadecanoyl-[ACP][c]	m02115c
hexadecenal[c]	m02116c
hexadecenoylcarnitine(9)[c]	m02117c
hexadecenoylcarnitine(9)[m]	m02117m
hexadecenoylcarnitine(9)[r]	m02117r
hexaglutamyl-folate(DHF)[c]	m02118c
hexaglutamyl-folate(DHF)[l]	m02118l
hexaglutamyl-folate(DHF)[m]	m02118m
hexaglutamyl-folate(DHF)[s]	m02118s
hexaglutamyl-folate(THF)[c]	m02119c
hexaglutamyl-folate(THF)[l]	m02119l
hexaglutamyl-folate(THF)[m]	m02119m
hexaglutamyl-folate(THF)[s]	m02119s
hexanoic acid[c]	m02120c
hexanoic acid[s]	m02120s
hexanoyl-[ACP][c]	m02121c
hexanoyl-CoA[c]	m02122c
hexanoyl-CoA[m]	m02122m
hexanoyl-CoA[p]	m02122p
hippurate[c]	m02123c
histamine[c]	m02124c
histamine[s]	m02124s
histidine[c]	m02125c
histidine[l]	m02125l
histidine[m]	m02125m
histidine[s]	m02125s
histidyl-prolinamide[c]	m02126c
histone-L-lysine[c]	m02127c
histone-L-lysine[n]	m02127n
histone-N6-acetyl-L-lysine[c]	m02128c
histone-N6-methyl-L-lysine[n]	m02129n
HMA[c]	m02130c
HMG-CoA[c]	m02131c
HMG-CoA[m]	m02131m
HMG-CoA[p]	m02131p
homocarnosine[c]	m02132c
homocysteine[c]	m02133c
homocysteine-thiolactone[c]	m02134c
homogentisate[c]	m02135c
homoserine[c]	m02136c
homoserine[s]	m02136s
homovanillate[c]	m02137c
homovanillate[s]	m02137s
hordenine[c]	m02138c
hyaluronan biosynthesis, precursor 1[l]	m02139l
hyaluronan biosynthesis, precursor 1[s]	m02139s
hyaluronan degradation product 1[l]	m02140l
hyaluronate[l]	m02141l
hyaluronate[s]	m02141s
hydracrylate[m]	m02142m
hydrobromic acid[c]	m02143c
hydrochloride[c]	m02144c
hydrogen-cyanide[c]	m02145c
hydrogen-cyanide[m]	m02145m
hydrogen-cyanide[s]	m02145s
hydroiodic acid[c]	m02146c
hydroxide[c]	m02147c
hydroxide[m]	m02147m
hydroxide[s]	m02147s
hydroxyacetone[c]	m02148c
hydroxyl radical[c]	m02149c
hydroxylated-ebastine[c]	m02150c
hydroxylated-ebastine[r]	m02150r
hydroxylated-ebastine[s]	m02150s
hydroxymethylbilane[c]	m02151c
hydroxymethylglutathione[c]	m02152c
hydroxy-nifedipine[c]	m02153c
hydroxy-nifedipine[s]	m02153s
hydroxypyruvate[c]	m02154c
hydroxypyruvate[m]	m02154m
hydroxypyruvate[p]	m02154p
hyodeoxycholate[c]	m02155c
hyodeoxycholate[s]	m02155s
hypochlorite[c]	m02156c
hypotaurine[c]	m02157c
hypothiocyanite[c]	m02158c
hypoxanthine[c]	m02159c
hypoxanthine[p]	m02159p
hypoxanthine[s]	m02159s
IDP[c]	m02161c
IDP[m]	m02161m
IDP[n]	m02161n
IDP[s]	m02161s
III3,IV2Fuc-nLc4Cer[c]	m02162c
III3Fuc-nLc4Cer[c]	m02163c
III3Fuc-nLc6Cer[c]	m02164c
III3Fuc-nLc6Cer[g]	m02164g
III3Fuc-nLc6Cer[s]	m02164s
imidazole-4-acetaldehyde[c]	m02165c
imidazole-4-acetaldehyde[m]	m02165m
imidazole-4-acetate[c]	m02166c
imidazole-4-acetate[m]	m02166m
IMP[c]	m02167c
IMP[m]	m02167m
IMP[s]	m02167s
indole-3-acetaldehyde[c]	m02168c
indole-3-acetaldehyde[m]	m02168m
indoleacetate[c]	m02169c
indoleacetate[m]	m02169m
inosine[c]	m02170c
inosine[m]	m02170m
inosine[s]	m02170s
inositol[c]	m02171c
inositol[r]	m02171r
inositol[s]	m02171s
inositol-1,3-bisphosphate[c]	m02172c
inositol-1-phosphate[c]	m02173c
inositol-1-phosphate[n]	m02173n
iodide[c]	m02174c
iodide[r]	m02174r
iodide[s]	m02174s
iodine[c]	m02175c
iso-A2E(11-cis)[c]	m02176c
iso-A2E(13-cis)[c]	m02177c
iso-A2E(9,13-di-cis)[c]	m02178c
iso-A2E(9-cis)[c]	m02179c
isobutyryl-CoA[m]	m02180m
isobutyrylglycine[m]	m02181m
isocaproic-aldehyde[c]	m02182c
isocaproic-aldehyde[m]	m02182m
isocaproic-aldehyde[s]	m02182s
isocitrate[c]	m02183c
isocitrate[m]	m02183m
isocitrate[p]	m02183p
isoleucine[c]	m02184c
isoleucine[l]	m02184l
isoleucine[m]	m02184m
isoleucine[s]	m02184s
isomaltose[s]	m02185s
iso-nLc8Cer[c]	m02186c
isopentenyl-pPP[c]	m02187c
isopentenyl-pPP[p]	m02187p
isoputreanine[c]	m02188c
isovaleryl-CoA[m]	m02189m
isovalerylglycine[m]	m02190m
itaconate[c]	m02191c
itaconate[m]	m02191m
itaconate[s]	m02191s
itaconyl-CoA[m]	m02192m
ITP[c]	m02193c
ITP[m]	m02193m
ITP[n]	m02193n
ITP[s]	m02193s
IV2Fuc,III4Fuc-Lc4Cer[c]	m02194c
IV2Fuc-Lc4Cer[c]	m02195c
IV2Fuc-nLc4Cer[c]	m02196c
IV3GalNAca-Gb4Cer[c]	m02197c
IV3Neu5Ac,III4Fuc-Lc4Cer[c]	m02198c
IV3Neu5Ac,III4Fuc-Lc4Cer[g]	m02198g
IV3Neu5Ac,III4Fuc-Lc4Cer[s]	m02198s
IV3NeuAc,III3Fuc-nLc4Cer[c]	m02199c
IV3NeuAc,III3Fuc-nLc4Cer[g]	m02199g
IV3NeuAc,III3Fuc-nLc4Cer[s]	m02199s
K+[c]	m02200c
K+[g]	m02200g
K+[s]	m02200s
keratan sulfate I biosynthesis, precursor 1[g]	m02201g
keratan sulfate I biosynthesis, precursor 10[g]	m02202g
keratan sulfate I biosynthesis, precursor 11[g]	m02203g
keratan sulfate I biosynthesis, precursor 12[g]	m02204g
keratan sulfate I biosynthesis, precursor 13[g]	m02205g
keratan sulfate I biosynthesis, precursor 14[g]	m02206g
keratan sulfate I biosynthesis, precursor 15[g]	m02207g
keratan sulfate I biosynthesis, precursor 16[g]	m02208g
keratan sulfate I biosynthesis, precursor 17[g]	m02209g
keratan sulfate I biosynthesis, precursor 18[g]	m02210g
keratan sulfate I biosynthesis, precursor 19[g]	m02211g
keratan sulfate I biosynthesis, precursor 2[g]	m02212g
keratan sulfate I biosynthesis, precursor 20[g]	m02213g
keratan sulfate I biosynthesis, precursor 21[g]	m02214g
keratan sulfate I biosynthesis, precursor 22[g]	m02215g
keratan sulfate I biosynthesis, precursor 23[g]	m02216g
keratan sulfate I biosynthesis, precursor 24[g]	m02217g
keratan sulfate I biosynthesis, precursor 25[g]	m02218g
keratan sulfate I biosynthesis, precursor 26[g]	m02219g
keratan sulfate I biosynthesis, precursor 27[g]	m02220g
keratan sulfate I biosynthesis, precursor 28[g]	m02221g
keratan sulfate I biosynthesis, precursor 29[g]	m02222g
keratan sulfate I biosynthesis, precursor 3[g]	m02223g
keratan sulfate I biosynthesis, precursor 30[g]	m02224g
keratan sulfate I biosynthesis, precursor 31[g]	m02225g
keratan sulfate I biosynthesis, precursor 32[g]	m02226g
keratan sulfate I biosynthesis, precursor 33[g]	m02227g
keratan sulfate I biosynthesis, precursor 34[g]	m02228g
keratan sulfate I biosynthesis, precursor 35[g]	m02229g
keratan sulfate I biosynthesis, precursor 36[g]	m02230g
keratan sulfate I biosynthesis, precursor 4[g]	m02231g
keratan sulfate I biosynthesis, precursor 5[g]	m02232g
keratan sulfate I biosynthesis, precursor 6[g]	m02233g
keratan sulfate I biosynthesis, precursor 7[g]	m02234g
keratan sulfate I biosynthesis, precursor 8[g]	m02235g
keratan sulfate I biosynthesis, precursor 9[g]	m02236g
keratan sulfate I, degradation product 1[l]	m02237l
keratan sulfate I, degradation product 1[s]	m02237s
keratan sulfate I, degradation product 10[l]	m02238l
keratan sulfate I, degradation product 11[l]	m02239l
keratan sulfate I, degradation product 12[l]	m02240l
keratan sulfate I, degradation product 13[l]	m02241l
keratan sulfate I, degradation product 14[l]	m02242l
keratan sulfate I, degradation product 15[l]	m02243l
keratan sulfate I, degradation product 16[l]	m02244l
keratan sulfate I, degradation product 17[l]	m02245l
keratan sulfate I, degradation product 18[l]	m02246l
keratan sulfate I, degradation product 19[l]	m02247l
keratan sulfate I, degradation product 2[l]	m02248l
keratan sulfate I, degradation product 20[l]	m02249l
keratan sulfate I, degradation product 21[l]	m02250l
keratan sulfate I, degradation product 22[l]	m02251l
keratan sulfate I, degradation product 23[l]	m02252l
keratan sulfate I, degradation product 24[l]	m02253l
keratan sulfate I, degradation product 25[l]	m02254l
keratan sulfate I, degradation product 26[l]	m02255l
keratan sulfate I, degradation product 27[l]	m02256l
keratan sulfate I, degradation product 28[l]	m02257l
keratan sulfate I, degradation product 29[l]	m02258l
keratan sulfate I, degradation product 3[l]	m02259l
keratan sulfate I, degradation product 30[l]	m02260l
keratan sulfate I, degradation product 31[l]	m02261l
keratan sulfate I, degradation product 32[l]	m02262l
keratan sulfate I, degradation product 33[l]	m02263l
keratan sulfate I, degradation product 34[l]	m02264l
keratan sulfate I, degradation product 35[l]	m02265l
keratan sulfate I, degradation product 36[l]	m02266l
keratan sulfate I, degradation product 37[l]	m02267l
keratan sulfate I, degradation product 38[l]	m02268l
keratan sulfate I, degradation product 39[l]	m02269l
keratan sulfate I, degradation product 4[l]	m02270l
keratan sulfate I, degradation product 40[l]	m02271l
keratan sulfate I, degradation product 41[l]	m02272l
keratan sulfate I, degradation product 5[l]	m02273l
keratan sulfate I, degradation product 6[l]	m02274l
keratan sulfate I, degradation product 7[l]	m02275l
keratan sulfate I, degradation product 8[l]	m02276l
keratan sulfate I, degradation product 9[l]	m02277l
keratan sulfate I[g]	m02278g
keratan sulfate I[l]	m02278l
keratan sulfate I[s]	m02278s
keratan sulfate II (core 2-linked), degradation product 1[l]	m02279l
keratan sulfate II (core 2-linked), degradation product 2[l]	m02280l
keratan sulfate II (core 2-linked), degradation product 3[l]	m02281l
keratan sulfate II (core 2-linked), degradation product 4[l]	m02282l
keratan sulfate II (core 2-linked), degradation product 5[l]	m02283l
keratan sulfate II (core 2-linked), degradation product 6[l]	m02284l
keratan sulfate II (core 2-linked), degradation product 7[l]	m02285l
keratan sulfate II (core 2-linked), degradation product 8[l]	m02286l
keratan sulfate II (core 2-linked), degradation product 9[l]	m02287l
keratan sulfate II (core 2-linked)[g]	m02288g
keratan sulfate II (core 2-linked)[l]	m02288l
keratan sulfate II (core 2-linked)[s]	m02288s
keratan sulfate II (core 4-linked), biosynthesis, precursor 1[g]	m02289g
keratan sulfate II (core 4-linked), biosynthesis, precursor 10[g]	m02290g
keratan sulfate II (core 4-linked), biosynthesis, precursor 2[g]	m02291g
keratan sulfate II (core 4-linked), biosynthesis, precursor 3[g]	m02292g
keratan sulfate II (core 4-linked), biosynthesis, precursor 4[g]	m02293g
keratan sulfate II (core 4-linked), biosynthesis, precursor 5[g]	m02294g
keratan sulfate II (core 4-linked), biosynthesis, precursor 6[g]	m02295g
keratan sulfate II (core 4-linked), biosynthesis, precursor 7[g]	m02296g
keratan sulfate II (core 4-linked), biosynthesis, precursor 8[g]	m02297g
keratan sulfate II (core 4-linked), biosynthesis, precursor 9[g]	m02298g
keratan sulfate II (core 4-linked), degradation product 1[l]	m02299l
keratan sulfate II (core 4-linked), degradation product 2[l]	m02300l
keratan sulfate II (core 4-linked), degradation product 3[l]	m02301l
keratan sulfate II (core 4-linked), degradation product 4[l]	m02302l
keratan sulfate II (core 4-linked)[g]	m02303g
keratan sulfate II (core 4-linked)[l]	m02303l
keratan sulfate II (core 4-linked)[s]	m02303s
keratan sulfate II biosynthesis, precursor 1[g]	m02304g
keratan sulfate II biosynthesis, precursor 10[g]	m02305g
keratan sulfate II biosynthesis, precursor 2[g]	m02306g
keratan sulfate II biosynthesis, precursor 3[g]	m02307g
keratan sulfate II biosynthesis, precursor 4[g]	m02308g
keratan sulfate II biosynthesis, precursor 5[g]	m02309g
keratan sulfate II biosynthesis, precursor 6[g]	m02310g
keratan sulfate II biosynthesis, precursor 7[g]	m02311g
keratan sulfate II biosynthesis, precursor 8[g]	m02312g
keratan sulfate II biosynthesis, precursor 9[g]	m02313g
kinetensin 1-3[s]	m02314s
kinetensin 1-7[c]	m02315c
kinetensin 1-8[c]	m02316c
kinetensin 4-8[s]	m02317s
kinetensin[c]	m02318c
kinetensin[s]	m02318s
kynurenine[c]	m02319c
L-1-pyrroline-3-hydroxy-5-carboxylate[c]	m02320c
L-1-pyrroline-3-hydroxy-5-carboxylate[m]	m02320m
L-2-amino-3-oxobutanoic acid[m]	m02321m
L-2-aminoadipate[c]	m02322c
L-2-aminoadipate[m]	m02322m
l2fn2m2masn[g]	m02323g
l2n2m2mn[l]	m02324l
L-3-amino-isobutanoate[c]	m02325c
L-3-amino-isobutanoate[m]	m02325m
L-3-amino-isobutanoate[s]	m02325s
L-3-cyanoalanine[s]	m02326s
L-4-hydroxyglutamate semialdehyde[m]	m02327m
LacCer pool[c]	m02328c
LacCer pool[g]	m02328g
LacCer pool[l]	m02328l
LacCer pool[r]	m02328r
LacCer pool[s]	m02328s
lactaldehyde[c]	m02329c
lactaldehyde[m]	m02329m
lactoneotetraosylceramide[g]	m02330g
lacto-N-fucopentaosyl-III-ceramide[c]	m02331c
lacto-N-fucopentaosyl-III-ceramide[g]	m02331g
lacto-N-fucopentaosyl-III-ceramide[s]	m02331s
lactose[c]	m02332c
lactose[g]	m02332g
lactose[l]	m02332l
lactose[s]	m02332s
lactose-6-phosphate[s]	m02333s
lactosylceramide sulfate[c]	m02334c
L-alanyl-tRNA(ala)[c]	m02335c
lanosterol[c]	m02336c
L-arabinose[c]	m02337c
L-arabinose[s]	m02337s
L-arabitol[c]	m02338c
L-arabitol[s]	m02338s
L-arginyl-protein[c]	m02339c
L-arginyl-tRNA(arg)[c]	m02340c
L-asparaginyl-tRNA(asn)[c]	m02341c
L-aspartyl-tRNA(asp)[c]	m02342c
lathosterol[c]	m02343c
lauric acid[c]	m02344c
lauric acid[l]	m02344l
lauric acid[r]	m02344r
lauric acid[s]	m02344s
lauroyl-CoA[c]	m02345c
lauroyl-CoA[m]	m02345m
lauroyl-CoA[p]	m02345p
lauroyl-CoA[r]	m02345r
lc3Cer[c]	m02346c
lc3Cer[g]	m02346g
lc4Cer[c]	m02347c
lc4Cer[g]	m02347g
L-carnitine[c]	m02348c
L-carnitine[m]	m02348m
L-carnitine[p]	m02348p
L-carnitine[r]	m02348r
L-carnitine[s]	m02348s
L-cystathionine[c]	m02349c
L-cystathionine[m]	m02349m
L-cysteate[c]	m02350c
L-cysteate[m]	m02350m
L-cysteinyl-tRNA(cys)[c]	m02351c
LDL remnant[l]	m02352l
LDL remnant[s]	m02352s
LDL[r]	m02353r
LDL[s]	m02353s
L-dopa[c]	m02354c
L-dopa[s]	m02354s
L-dopachrome[c]	m02355c
L-dopaquinone[c]	m02356c
lepidimoide[c]	m02357c
lepidimoide[s]	m02357s
L-erythro-4-hydroxyglutamate[m]	m02358m
L-erythrulose[c]	m02359c
leucine[c]	m02360c
leucine[l]	m02360l
